17.21 , -117.31 , -13.92 , 0
31.31 , -17.27 , -27.65 , 1
-1.65 , -57.19 , -25.45 , 2
14.28 , -41.93 , -28.08 , 3
-26.43 , 56.70 , 24.54 , 4
-125.37 , 190.06 , 173.52 , 5
-192.63 , 210.75 , 44.25 , 6
-151.55 , 205.99 , 15.20 , 7
-26.73 , 97.35 , -12.63 , 8
-29.85 , 48.89 , -11.96 , 9
-25.57 , 29.36 , 13.24 , 10
4.52 , 25.21 , 6.35 , 11
-12.02 , 45.17 , 12.21 , 12
16.66 , 6.47 , 5.98 , 13
2.38 , -0.61 , 9.09 , 14
-9.64 , 18.19 , 7.63 , 15
-33.02 , 0.85 , 16.17 , 16
-8.12 , 101.68 , 13.61 , 17
67.44 , 13.00 , -5.86 , 18
62.99 , -22.46 , -13.98 , 19
23.07 , 59.57 , 13.49 , 20
0.06 , -34.67 , -26.61 , 21
18.98 , 23.80 , -20.14 , 22
-15.01 , 1.40 , -25.63 , 23
-87.04 , -24.90 , -19.23 , 24
-55.54 , -1.77 , -0.79 , 25
-8.61 , 21.18 , 16.24 , 26
-9.95 , 8.06 , 4.94 , 27
-5.25 , 11.66 , 7.14 , 28
13.79 , 18.19 , 6.04 , 29
-9.22 , -14.16 , -5.19 , 30
26.37 , -1.89 , 1.59 , 31
-55.42 , -50.66 , -8.73 , 32
51.27 , -9.58 , 7.87 , 33
-63.48 , -95.76 , 0.67 , 34
240.84 , 126.95 , 2.93 , 35
8.91 , 53.22 , -3.17 , 36
68.85 , 50.78 , -4.33 , 37
-10.93 , 45.29 , 10.68 , 38
19.84 , 2.87 , -4.88 , 39
32.47 , 33.81 , 0.92 , 40
37.66 , 172.55 , 36.01 , 41
27.10 , 570.68 , 130.31 , 42
248.47 , 624.63 , 277.95 , 43
490.60 , 445.62 , 349.73 , 44
668.95 , 135.80 , 318.54 , 45
676.76 , -181.34 , 176.57 , 46
624.02 , -329.22 , 36.93 , 47
617.19 , -353.09 , -97.53 , 48
-5.74 , 45.35 , 36.56 , 49
-167.79 , 50.84 , 20.57 , 50
-68.05 , -273.13 , -139.59 , 51
96.74 , -301.88 , -32.29 , 52
137.88 , -340.82 , 28.75 , 53
-163.39 , -183.59 , -62.19 , 54
-192.63 , -360.78 , -40.10 , 55
-48.28 , 83.37 , 59.63 , 56
-219.60 , 53.16 , 31.80 , 57
-15.01 , -31.25 , 43.76 , 58
-51.70 , -60.79 , 30.40 , 59
-17.15 , -37.23 , 33.02 , 60
-32.29 , -54.32 , 67.20 , 61
33.26 , 36.32 , -2.26 , 62
68.73 , 34.24 , 23.86 , 63
26.31 , 9.09 , 10.38 , 64
-7.87 , 13.37 , 10.68 , 65
-72.51 , -7.57 , 31.68 , 66
-100.04 , -11.41 , 16.17 , 67
-30.88 , 4.52 , 5.13 , 68
-6.29 , 3.66 , 15.20 , 69
24.90 , 33.39 , 27.40 , 70
-3.23 , -49.99 , 11.90 , 71
-36.38 , -73.30 , -8.91 , 72
-4.33 , -63.11 , -6.84 , 73
8.42 , -32.90 , -11.54 , 74
26.55 , -37.60 , -1.59 , 75
15.99 , -93.93 , 2.08 , 76
4.15 , -80.87 , 8.67 , 77
-64.21 , -101.38 , -23.44 , 78
-117.68 , -96.25 , -14.53 , 79
21.18 , -68.42 , 107.36 , 80
204.10 , -145.51 , -5.13 , 81
12.76 , -42.97 , -16.91 , 82
-25.21 , -68.97 , -60.79 , 83
-59.88 , 4.82 , -95.83 , 84
18.62 , -166.75 , -59.88 , 85
22.95 , -182.19 , -56.52 , 86
-1.04 , -184.69 , -64.33 , 87
25.39 , -105.04 , -27.77 , 88
2.20 , -66.96 , 7.93 , 89
43.70 , -9.83 , 19.23 , 90
3.05 , -34.73 , -1.10 , 91
65.43 , -35.16 , 18.07 , 92
36.25 , -70.86 , -16.85 , 93
23.93 , -50.54 , -18.62 , 94
-21.73 , -55.48 , -11.66 , 95
-66.10 , -158.08 , -17.40 , 96
114.93 , -471.74 , -159.42 , 97
-86.30 , -107.42 , -92.41 , 98
-25.45 , -113.65 , -74.40 , 99
-66.71 , -191.04 , -74.04 , 100
-69.89 , -141.24 , -36.19 , 101
16.97 , -38.21 , 17.58 , 102
3.05 , -55.11 , -20.02 , 103
9.28 , -49.44 , -16.60 , 104
-2.87 , -43.64 , 0.92 , 105
2.32 , -16.66 , 18.92 , 106
14.95 , -75.56 , -13.06 , 107
34.73 , -118.29 , -21.12 , 108
-31.01 , -56.34 , -0.37 , 109
-35.03 , -212.40 , 6.10 , 110
-37.17 , -300.54 , -16.11 , 111
-46.69 , -335.45 , -50.66 , 112
-14.89 , -295.23 , -58.78 , 113
18.31 , -157.47 , -49.62 , 114
19.10 , -99.55 , -18.98 , 115
29.30 , -66.83 , 4.21 , 116
-39.67 , -25.70 , 21.36 , 117
-12.15 , 7.32 , 1.28 , 118
5.62 , -161.32 , 0.61 , 119
-1.40 , -8.12 , -2.20 , 120
-105.35 , -78.25 , 51.82 , 121
-36.99 , -224.43 , 93.02 , 122
-9.52 , -323.36 , 57.07 , 123
48.10 , -300.84 , 23.62 , 124
94.79 , -252.38 , -4.88 , 125
69.46 , -151.92 , -26.61 , 126
-2.44 , -63.29 , -17.82 , 127
12.39 , -7.81 , 11.90 , 128
-38.76 , 28.87 , 19.04 , 129
-2.14 , 9.64 , -3.30 , 130
26.55 , 3.48 , -12.82 , 131
23.13 , -38.09 , 0.37 , 132
-6.96 , -60.06 , -41.99 , 133
-62.81 , -9.03 , -99.30 , 134
-120.30 , 10.25 , -151.37 , 135
35.03 , -92.59 , -107.67 , 136
-49.56 , 3.48 , -78.49 , 137
-168.64 , 219.79 , -76.05 , 138
50.72 , 17.40 , -7.32 , 139
49.68 , 24.41 , -33.14 , 140
-85.69 , -24.23 , -80.93 , 141
-36.25 , -8.79 , -201.42 , 142
-180.73 , -53.59 , -265.32 , 143
60.30 , 87.10 , -164.49 , 144
14.10 , -134.58 , -171.94 , 145
34.67 , -58.65 , -42.60 , 146
-149.05 , -98.08 , 28.20 , 147
-54.63 , -8.61 , 0.12 , 148
8.00 , 5.07 , 6.71 , 149
-7.81 , -8.06 , -0.18 , 150
-137.57 , 20.20 , -10.01 , 151
59.63 , -10.44 , -23.38 , 152
86.18 , -14.83 , -75.32 , 153
-108.58 , 133.24 , -80.32 , 154
58.41 , -152.28 , -50.23 , 155
69.70 , -117.98 , 64.64 , 156
44.31 , 72.45 , -38.39 , 157
53.89 , 55.24 , -93.02 , 158
-242.55 , -54.44 , -112.61 , 159
-23.80 , -30.58 , -135.44 , 160
-19.53 , -46.63 , -107.91 , 161
127.20 , -93.57 , -185.30 , 162
-100.34 , 42.54 , -178.77 , 163
549.50 , 61.65 , 57.37 , 164
-272.77 , -156.13 , -72.81 , 165
-339.05 , -5.00 , 11.17 , 166
-266.11 , -58.65 , -30.21 , 167
49.56 , -14.77 , -41.02 , 168
34.97 , -11.35 , -46.75 , 169
35.22 , 33.39 , -93.26 , 170
87.52 , 13.12 , -98.57 , 171
39.98 , 2.81 , -89.48 , 172
130.86 , 28.32 , -76.42 , 173
-28.75 , 41.02 , -60.73 , 174
-9.89 , 66.47 , -0.61 , 175
-29.97 , -26.79 , -127.08 , 176
-71.47 , 1.10 , -142.03 , 177
29.24 , 23.93 , -108.64 , 178
-22.95 , 7.63 , -140.56 , 179
-25.39 , -5.62 , -160.89 , 180
1.89 , -15.87 , -154.72 , 181
20.02 , -20.69 , -150.27 , 182
-38.76 , 12.70 , -182.68 , 183
-4.58 , 9.46 , -147.83 , 184
11.17 , 30.15 , -218.99 , 185
9.34 , 17.94 , -117.55 , 186
6.59 , 12.88 , -20.87 , 187
-14.59 , -10.19 , 103.33 , 188
-40.89 , -51.09 , 215.21 , 189
-71.96 , 4.64 , 240.91 , 190
